publication_number,title,topic,topic_probability,country_code,publication_date
CR-20220636-A,Systems and methods for algae cultivation using direct air capture,3,0.5689391,CR,20231207
UA-107011-C2,Prorocentrum cordatum dinoflagellate experimental cultivation method to study impact on them of phenol compounds,6,0.5460936,UA,20141110
PH-22021051481-U3,A process of rearing milkfish larvae,3,0.42226604,PH,20230614
PH-12012501980-A1,Sequential solvent extraction of oil and proteinaceous material from oleaginous material by using solvents of decreasing polarity,3,0.4354757,PH,20130107
GB-2499806-A,Air compressor using large submerged wheels,3,0.4743273,GB,20130904
MD-4372-B1,Installation for cultivation of microalgae,6,0.6452396,MD,20150930
LU-507086-B1,Industrial liquid-solid composite fermentation method of Bacillus cereus preparation for dissolving Oscillatoria in culture pond,3,0.47371754,LU,20241104
LT-2017010-A,Reduction of ammonia emission in livestock farming,0,0.43128467,LT,20170925
NZ-602116-A,Cellulosic and lignocellulosic structural materials and methods and systems for manufacturing such materials by irradiation,3,0.4809746,NZ,20140328
ES-2903008-A1,"Fertilizer composition comprising liquid purif and obtaining method (Machine-translation by Google Translate, not legally binding)",0,0.51846355,ES,20220330
MY-165830-A,A bioreactor for algae cultivation,3,0.458104,MY,20180517
LT-5657-B,Algae spirulina platensis preservation by natural honey,6,0.46804348,LT,20100628
UA-119322-C2,PHOTOBIOREACTOR FOR CO&lt;sub&gt;2&lt;/sub&gt; BIOSEQUESTRATION WITH IMMOBILISED BIOMASS OF ALGAE OR CYANOBACTERIA,2,0.4982362,UA,20190610
PH-12020550662-A1,Method for cascaded processing of fresh algae,3,0.60888773,PH,20210426
UA-156144-U,Method of buckwheat cultivation in the conditions of the right-bank forest-steppe,6,0.5317328,UA,20240515
SG-184417-A1,Selective extraction of proteins from freshwater algae,3,0.45729566,SG,20121129
GB-2579600-A,Anti-viral composition,3,0.26096886,GB,20200701
DE-102011116020-A1,"Preparing synthetic algae benzine, algae kerosene and algae diesel components comprises pretreating and conditioning an algae biomass, extracting and purifying the biomass, hydrogenating the extracted biomass and isomerizing",3,0.5873801,DE,20130321
RO-126124-A2,Process for selecting microalgae strains,6,0.55786264,RO,20110330
ZA-202306958-B,"Algoriphagus sp, bosea sp, brevundimonas sp, desulfovibrio sp, microbacterium sp, sphingomonas sp, and variovorax sp for use in disease prevention and treatment",3,0.22145194,ZA,20241030
DE-102009054021-A1,"Producing a protein-rich biomass made of vegetable raw or residual material, useful as a feed for fish, comprises e.g. producing or holding a liquid biomaterial, optimizing the liquid biomaterial by enriching with supplements",0,0.5621587,DE,20110526
ES-2464416-A1,"Process for producing biomass and products derived therefrom by cultivating unicellular algae in an aqueous medium supplied with a co2 current, and plant designed for this purpose",2,0.585043,ES,20140602
UA-159533-U,Carbon dioxide absorption method in presence of other greenhouse gases using microalgae chlorella vulgaris,2,0.54254156,UA,20250611
BG-4703-U1,Construction of a complex photobioreactor for micro-algae biomass capture co2 from flue gas,2,0.68302727,BG,20240131
DE-102011115633-A1,"Photobioreactor useful for cultivation of microalgae and biomass production, comprises partly transparent container filled with a fluid, which contains biomass, and a light source arranged on the container for illuminating the fluid",4,0.29045415,DE,20130328
MY-178364-A,Method for culturing microalgae of the genus aurantiochytrium in a culture medium without chloride and without sodium for the production of dha,6,0.41117376,MY,20201009
SG-184375-A1,Non-destructive method for algae contaminated water treatment and algae harvest or removal,3,0.48753506,SG,20121129
MY-199287-A,Microalgae cultivation device,6,0.46584693,MY,20231024
NZ-751089-A,Enclosures for treating materials,0,0.5771949,NZ,20191129
ZA-202213858-B,Biological and algae harvesting and cultivation systems and methods,3,0.5573894,ZA,20240626
MY-188642-A,Method for culturing heterotrophic microalgae using palm oil mill effluent (pome) and method for producing dha,6,0.69138837,MY,20211222
PH-22020050735-Y1,"THE PROCESS OF PRODUCING EDIBLE FILM USING CRUDE EXTRACT FROM RED SEAWEED, Kappaphycus alvarezii",3,0.43398437,PH,20211020
FI-20225276-A1,Processes and systems for preparing and delivering a conditioned aqueous medium to one or more algal growth ponds,3,0.5928455,FI,20230701
GB-2623897-A,Improvements in and relating to carbon capture,2,0.65192837,GB,20240501
EA-030078-B1,Method and system for irradiating material,0,0.55900985,EA,20180629
PH-12021050571-A1,GREEN CAVIAR SEAWEED (Caulerpa lentillifera) PLUS LIQUID FOLIAR BIOFERTILIZER AND THE PROCESS OF MAKING THEREOF,6,0.5720837,PH,20230522
SG-184415-A1,Sequential solvent extraction of oil and proteinaceous material from oleaginous material by using solvents of decreasing polarity,3,0.4354757,SG,20121129
PH-12012500986-A1,Accordion bioreactor,0,0.402176,PH,20170823
LU-600497-B1,A method for preparing a preparation for lowering blood lipids and blood pressure to prevent and treat cardiovascular and cerebrovascular diseases,3,0.32556403,LU,20251006
NZ-706074-A,Processing biomass and energy,0,0.6301036,NZ,20191129
UA-97024-C2,Method and installation for microalgae dunaliella salina teod cultivation,3,0.62474227,UA,20111226
NZ-595916-A,"Photosynthetic reactor for cultivating microorganisms, and method for cultivating microorganisms with reaction pipe and gas injection and exhaust",2,0.4952769,NZ,20130531
SG-184437-A1,Methods of and systems for isolating carotenoids and omega- 3 rich oils from algae,3,0.5019601,SG,20121129
RO-128691-A8,Process for preparing a fuel for diesel engines,5,0.57950723,RO,20140530
RO-133168-A2,"Process for preparing a polycomposite compost of three organic wastes (), and use thereof as fertilizer for agricultural soil",0,0.47452727,RO,20190329
PH-22021050043-U1,A METHOD TO DISSOCIATE TISSUES AND ISOLATE SOMATIC CELLS FROM TISSUES OF THE RED SEAWEEDS Kappaphycus spp and Eucheuma spp,3,0.53604925,PH,20220128
GB-2634806-A,Apparatus for cultivating macroalgae or marine organisms,6,0.39159164,GB,20250423
RO-130353-A2,Process for mixotrophic growth of unicellular algae,3,0.6606823,RO,20150630
BG-4557-U1,Preparations for foliar and soil nutrition of plants,0,0.43805832,BG,20231115
NL-2022195-B1,Method for cascaded processing of fresh algae,3,0.60888773,NL,20190729
HK-1214837-A1,Producing algae biomass having reduced concentration of contaminants,2,0.65594935,HK,20160805
PH-22019050053-U3,Photobioreactor using chlorella vulgaris flow system,0,0.6049066,PH,20201023
SG-193533-A1,Method and device for providing heat and carbon dioxide to vegetables and/or algae using power station flue gas,2,0.51158917,SG,20131030
MD-4130-C1,Biogas-cleaning plant,2,0.58235013,MD,20120531
ZA-202407143-B,"Bauxite ore-based acidic nutrient soil for flower and plant, preparation method therefor, and use thereof",0,0.3340761,ZA,20250430
PH-12015500578-B1,Filtration,0,0.61683214,PH,20150511
LU-102994-B1,"Cultivating aquatic organisms, such as algae, in particular to support the conversion of co2 into biomass",2,0.46209005,LU,20240219
DE-102010001907-A1,"Producing biogas using microalgae, comprises culturing the microalgae with a metal-containing mine water, and concentrating the algal biomass and displacing the mine water so that metals are sorbed from water into algal biomass",0,0.72192514,DE,20110818
MY-183943-A,Mixotrophic method of aquaculture,2,0.44225246,MY,20210317
NZ-706099-A,A method of processing a biomass material,0,0.6050278,NZ,20200424
EA-032483-B1,Filtration,0,0.61683214,EA,20190628
GB-2621138-A,Insect production process using carbon capture,2,0.59695846,GB,20240207
ES-2392077-A1,"Standardized modular basic unit, for the construction of habitational enclosures, through its flexible grouping. (Machine-translation by Google Translate, not legally binding)",0,0.22260953,ES,20121204
HK-1211972-A1,"A bio-based polymer additive, a process for preparing the bio-based polymer additive and a biodegradable polymer composition comprising said bio-based polymer additive",1,0.3622673,HK,20160603
MD-4110-C1,Antiherpetic preparation,6,0.1391876,MD,20111231
NL-2017021-B1,Seaweed harvester,3,0.35373783,NL,20180104
GB-2591789-A,Process for producing solid biomass fuel,0,0.516795,GB,20210811
UA-128423-C2,"Use of a cellular extract of one or more microalgae of the amphidinium genus, for its fungicidal and/or bactericidal activity on fungi, oomycetes and/or pathogenic bacteria of plants and culture seeds",6,0.46256328,UA,20240710
FR-2965277-A1,"Mass production of thermal plankton on culture support disposed within tank, comprises feeding fluid in tank using first river water stream of aqueous fluid for holding culture support immersed in tank, and harvesting thermal plankton",2,0.43250448,FR,20120330
ES-2395658-A1,Method for producing an animal bed from biomass and animal bed thus produced,0,0.4969785,ES,20130214
ZA-201800215-B,"Protein-rich biomass of thraustochytrids, culturing method and uses",6,0.5685059,ZA,20231025
LT-7126-B,Method and device for separation of seaweed from cultivation rope,3,0.4197291,LT,20250310
PH-12015000237-A1,Cultivation method of microalgae and rotifer,3,0.5126642,PH,20170109
GB-2597557-A8,Portable land-based macroalgae cultivation system,2,0.5489062,GB,20221130
DE-102009029792-A1,"Container useful as component of photobioreactors for storing or transferring aqueous solutions or suspensions, where inner wall of the container is provided with coating, which prevents adhesion of biologically reproducible substances",2,0.31628948,DE,20101230
ES-2794273-A2,Structures and methods for simultaneously growing photosynthetic organisms and harvesting solar energy,2,0.32055217,ES,20201117
SG-194436-A1,V-trough photobioreactor system and method of use,2,0.46173453,SG,20131230
ES-2994818-A1,"MICROALGAE PRODUCTION SYSTEM ON AN INDUSTRIAL AND COMMERCIAL SCALE (Machine-translation by Google Translate, not legally binding)",6,0.585845,ES,20250131
GB-2539936-A,Microalgae cultivation process and equipment,2,0.53392947,GB,20170104
EE-202200006-A,Torrefaction based integrated process to produce surfactants and exopolysaccharides (EPS),3,0.5821123,EE,20231115
DE-102011056720-A1,"Hydrothermal carbonation of organic material, comprises converting organic material in presence of water by adding water and/or catalyst in the absence of air when compared with standard conditions of elevated pressure and temperature",0,0.4920141,DE,20130620
RO-137830-A0,Bioreactor for wastewater treatment with mixed micro-algae-bacteria biofilms,2,0.60309017,RO,20231229
RO-132149-A2,Process for producing fuel from algae,3,0.5263262,RO,20170929
ZA-202406873-B,A microalgae treatment wastewater photobioreactor with automatic adjustable scraping wall,2,0.561316,ZA,20250326
MY-184409-A,Production of bio-butanol and related products,3,0.44161654,MY,20210401
UA-93347-C2,Installation for production of beta-carotene,0,0.49471098,UA,20110210
NL-2030057-A,Flow cytometer Detection Method for Living Cells of 10-50μm Living Plankton,2,0.48977345,NL,20220720
PH-22022050232-U1,Making seaweed-based formulated aqua feeds for aquaculture,3,0.41104627,PH,20240313
UA-96331-C2,process for preparation of essential oil from raw biomass of green algae,3,0.5096308,UA,20111025
ZA-202406300-B,Jewellery manufacturing process,3,0.21918626,ZA,20250430
ES-2528388-A1,"Procedure for obtaining biomass and derived products from unicellular algae, and installation for the execution thereof (Machine-translation by Google Translate, not legally binding)",6,0.76086664,ES,20150209
TN-2010000112-A1,Method for harvesting algae or plants and device used thereby,3,0.4033758,TN,20110926
GB-2595644-A,Modified strains of Chlorella Vulgaris having reduced chitin content,3,0.35413092,GB,20211208
TN-2009000538-A1,Process for the cultivation of micro algae,3,0.6004478,TN,20110331
MD-20220058-A2,Process for producing antioxidant extracts based on natural pigments,4,0.47346365,MD,20240630
NZ-719805-A,Processing biomass,3,0.34802866,NZ,20180427
MY-197963-A,Algae treatment method,3,0.56442064,MY,20230725
PH-12018500152-A1,Processing materials,0,0.63520914,PH,20180820
FI-130862-B1,Systems and processes for aquaculture crop rotation,2,0.3000604,FI,20240429
HK-1212428-A1,Novel algae culture device,2,0.45895866,HK,20160610
MY-175475-A,Seaweed farming system,3,0.42611426,MY,20200630
NZ-706106-A,Array for processing materials,0,0.54597723,NZ,20190830
RO-130238-A0,"Process for continuously growing microalgae in autotrophic - mixotrophic cycle, with water and nutrient recycling",3,0.7189746,RO,20150529
GR-1007672-B,"Increase of hydrogen production from chloro-algae growing in a nourishing medium deficient in potassium, manganese, cooper or chlorum",2,0.48984456,GR,20120824
GB-2469198-A,"Bioreactor having interior illumination, removable reflector and fluid circulation system",3,0.64363587,GB,20101006
PH-22016001036-U3,Algal concentrator,3,0.66129637,PH,20211126
NZ-754652-A,Improvements in the synthesis of phycocyanins,2,0.42271698,NZ,20220429
PH-12014500155-A1,Isolated bacterial strain of the genus burkholderia and pesticidal metabolites therefrom-formulations and uses,3,0.2746204,PH,20140224
